TmStamp,RecNum,BattV_Min,TrackerWM_Avg,Tracker2WM_Avg,ShadowWM_Avg,SunWM_Avg,ShadowbandWM_Avg,DNICalc_Avg,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,BP_mB_Avg,UVA_Avg,UVB_Avg
12/07/2020 15:00:00,33503,13.71,875.6069,0,49.14453,473.1373,48.07859,866.7668,17.6,42,4.668,8.39,31.67,997.0626,8.114959,1.928815
12/07/2020 16:00:00,33504,13.71,800.2375,0,45.41652,346.1031,242.1722,785.645,17.67,47.06,3.928,21.38,34.98,996.2312,4.774781,1.370247
12/07/2020 17:00:00,33505,13.71,624.6214,0,40.20268,185.4488,189.5047,604.3271,17.73,46.41,4.096,7.689,33.73,995.4672,1.779576,0.691847
12/07/2020 18:00:00,33506,13.71,187.4758,0,17.97587,36.94106,36.56795,130.6207,16.45,50.28,3.346,7.091,31.03,995.2569,0.2588923,0.1607243
12/07/2020 19:00:00,33507,13.71,0,0,0,0,0,0,15.93,51.11,4.287,29.43,30.93,994.7122,3.439538E-05,0.01275756
12/07/2020 20:00:00,33508,13.71,0,0,0,0,0,0,15.55,46.95,6.131,16.61,33.05,994.1617,0,0.01212023
12/07/2020 21:00:00,33509,13.71,0,0,0,0,0,0,14.84,45.69,7.154,22.37,32.23,993.2938,0,0.01211085
12/07/2020 22:00:00,33510,13.71,0,0,0,0,0,0,14.04,60.45,6.402,7.52,32.4,993.192,0,0.01212023
12/07/2020 23:00:00,33511,13.71,0.006966824,0,0,0,0,0,13.37,76.02,7.257,5.737,32.7,993.0563,0,0.01212336
13/07/2020 00:00:00,33512,13.71,0.4160192,0,0,0,0.03876954,0,13.02,84,8.01,3.31,31,991.9619,1.146513E-05,0.01211632
13/07/2020 01:00:00,33513,13.7,0.528733,0,0,0,0.06180101,0,12.14,89.9,7.55,16.46,33.56,990.4432,2.293025E-05,0.01212179
13/07/2020 02:00:00,33514,13.71,0.1853676,0,0.05459605,0.04970713,0.0534841,0,11.71,94.1,7.448,337.7,35.32,990.5897,0,0.01212961
13/07/2020 03:00:00,33515,13.71,0.06295034,0,0.09725612,0.0142908,0,0,11.7,96.7,6.008,323.5,26.98,990.9047,0,0.01212101
13/07/2020 04:00:00,33516,13.7,0.03881522,0,0.9553203,0.5161257,0.3399695,0,12.01,69.76,5.625,303.8,25.98,991.3226,0,0.01211788
13/07/2020 05:00:00,33517,13.7,0,0,0.5572333,0.09879292,0,0,12.61,78.68,5.792,301.5,22.93,991.4275,0,0.01212414
13/07/2020 06:00:00,33518,13.71,0.1843723,0,0.4789864,0.01594771,0.2791921,0,11.85,73.74,6.618,294.4,22.84,991.7261,3.439538E-05,0.01212336
13/07/2020 07:00:00,33519,13.7,0.114704,0,0.724337,0.1422867,0.2878929,0,11.04,77.35,6.591,298.3,23.28,992.5676,6.879075E-05,0.01210772
13/07/2020 08:00:00,33520,13.71,0.05648113,0,2.401121,1.167082,1.127772,0,11.18,66.3,6.801,293,21.19,993.1744,0.01950218,0.02366731
13/07/2020 09:00:00,33521,13.71,0.2525478,0,27.34908,25.693,24.08857,-9.849659,10.74,74.17,5.906,289.7,25.95,994.1906,0.38892,0.2010846
13/07/2020 10:00:00,33522,13.71,9.284552,0,87.80016,88.87054,82.01403,3.498392,10.58,64.38,5.469,291.1,23.26,995.297,1.252519,0.4772081
13/07/2020 11:00:00,33523,13.71,72.9985,0,115.157,146.0306,101.5406,61.42207,10.57,70.81,4.703,283.8,22.5,996.6572,2.602503,0.7710496
13/07/2020 12:00:00,33524,13.71,70.77608,0,186.1995,217.0203,165.5778,67.87776,11.01,70.92,4.343,283.8,23.31,997.2678,3.910044,1.043756
13/07/2020 13:00:00,33525,13.71,24.07191,0,193.8294,203.6213,174.4939,28.56401,11.91,65.4,4.822,278.4,29.38,997.636,4.382648,1.06673
13/07/2020 14:00:00,33526,13.7,195.0002,0,257.0152,358.6369,217.1385,182.0294,11.64,62.12,4.92,287.9,26.58,997.7937,6.216483,1.580936
13/07/2020 15:00:00,33527,13.7,49.45806,0,201.7118,220.5717,181.6456,27.73427,11.12,65.61,5.316,285,28.81,998.2371,3.827793,1.048273
13/07/2020 16:00:00,33528,13.7,18.22723,0,124.3733,129.3017,118.2014,13.49204,11.18,83.4,4.167,302.3,27.34,998.8144,1.89084,0.6147909
13/07/2020 17:00:00,33529,13.7,18.34019,0,97.55495,100.4117,93.40359,12.21259,9.69,84.6,2.073,249.8,49.26,1000.159,0.8215565,0.3697951
13/07/2020 18:00:00,33530,13.7,5.013384,0,10.938,10.8434,10.61455,0.8510804,9.43,78.63,2.456,263.1,53.41,1000.88,0.08505976,0.05645598
13/07/2020 19:00:00,33531,13.71,0,0,0.060344,0.004142261,0,0,9.1,87.8,1.588,294.5,91.6,1001.567,0.0005961865,0.01213978
13/07/2020 20:00:00,33532,13.71,0,0,0,0,0,0,8.84,88.7,1.148,81.7,38.61,1002.059,5.732563E-05,0.01208739
13/07/2020 21:00:00,33533,13.71,0,0,0.1421475,0,0,0,9.05,81,0.988,343.8,37.29,1002.404,2.293025E-05,0.01206862
13/07/2020 22:00:00,33534,13.71,0,0,0.01591742,0,0,0,9.19,83.5,0.377,321.6,33.49,1002.623,6.879075E-05,0.012078
13/07/2020 23:00:00,33535,13.71,0,0,0.03029003,0,0,0,8.58,89.9,1.127,70.6,84.3,1003.09,5.732563E-05,0.01208191
14/07/2020 00:00:00,33536,13.7,0,0,0.0745135,0,0,0,8.04,89.5,0.362,37.88,48.2,1003.134,8.025589E-05,0.0120694
14/07/2020 01:00:00,33537,13.7,0,0,0.3117646,0.09281714,0,0,8.46,89.5,2.024,314.8,28.26,1003.312,1.146513E-05,0.01205141
14/07/2020 02:00:00,33538,13.7,0,0,0.169806,0.1191247,0,0,8.37,87.7,1.742,318.9,58,1003.595,5.732563E-05,0.01206705
14/07/2020 03:00:00,33539,13.7,0,0,0.1271358,0.07624209,0,0,8.2,89,0.771,309.4,42.91,1004.113,5.732563E-05,0.01206393
14/07/2020 04:00:00,33540,13.71,0,0,0.1722451,0.1006906,0,0,7.844,82.8,1.328,269.5,47.87,1005.096,0.0001031861,0.01206001
14/07/2020 05:00:00,33541,13.7,0,0,0.09640419,0.0855663,0,0,7.605,86.6,1.679,315.1,25.83,1005.533,0.0001261164,0.01203812
14/07/2020 06:00:00,33542,13.7,0,0,0.06168984,0.03915746,0,0,7.341,87.2,0.937,342.3,46.39,1006.173,0.0002178374,0.01205298
14/07/2020 07:00:00,33543,13.71,0,0,0.4002101,0.3200966,0.00319988,0,7.369,88.7,1.014,350.2,51.3,1006.995,0.0002866281,0.01205532
14/07/2020 08:00:00,33544,13.71,0,0,0.8417933,0.7048114,0.3523104,0,7.132,87.7,0.765,13.04,48.11,1007.908,0.01148297,0.016656
14/07/2020 09:00:00,33545,13.71,0.0189163,0,19.02391,18.76554,16.83162,-0.6352903,7.681,88.4,1.75,298.3,73.36,1009.203,0.2300363,0.1236224
14/07/2020 10:00:00,33546,13.7,0.03557276,0,49.26348,48.7544,45.54943,-2.008463,7.658,91.1,1.33,80.5,33.59,1010.593,0.6256253,0.24611
14/07/2020 11:00:00,33547,13.7,24.79156,0,157.6432,167.3925,144.6577,23.57143,8.13,87.6,1.179,28.12,57.82,1011.924,2.681314,0.7924694
14/07/2020 12:00:00,33548,13.71,412.5683,0,159.5894,387.3427,138.7661,423.0186,9.29,80.4,1.211,70.64,47.37,1012.913,6.438838,1.633501
14/07/2020 13:00:00,33549,13.71,455.5335,0,210.0026,459.7586,172.622,445.367,10.99,64.45,1.041,93,51.75,1012.721,8.477486,2.000248
14/07/2020 14:00:00,33550,13.71,511.1589,0,197.4895,472.5128,159.9477,509.9922,12.49,59.23,1.081,254.2,49.66,1012.548,8.71032,2.054633
14/07/2020 15:00:00,33551,13.71,757.0469,0,141.2109,509.8645,122.3797,747.0537,13.56,57.93,1.325,272.1,62.26,1012.24,7.307424,1.929945
14/07/2020 16:00:00,33552,13.71,521.3153,0,169.5784,367.8171,245.9176,502.7745,13.7,59.82,1.284,207.3,70.8,1012.669,3.619334,1.185931
14/07/2020 17:00:00,33553,13.71,332.0245,0,133.5558,201.638,191.7013,313.605,13.4,57.6,1.298,263.6,32.22,1013.409,1.472317,0.6236135
14/07/2020 18:00:00,33554,13.71,101.964,0,32.10273,42.87265,42.19426,79.71177,12.38,66.73,1.01,226.1,24.75,1014.154,0.2645234,0.164271
14/07/2020 19:00:00,33555,13.71,0,0,0,0,0,0,9.69,82.6,1.168,70.27,16.27,1014.903,0.002694305,0.01293742
14/07/2020 20:00:00,33556,13.7,0,0,0,0,0,0,7.977,84.6,1.499,72.53,13.44,1015.913,0.0001375815,0.01211163
14/07/2020 21:00:00,33557,13.71,0,0,0,0,0,0,7.308,84.7,1.999,73.19,14.39,1016.379,0.0001605118,0.01208191
14/07/2020 22:00:00,33558,13.7,0,0,0,0,0,0,7.263,79.62,2.651,75.34,13.98,1016.573,0.000183442,0.0120694
14/07/2020 23:00:00,33559,13.7,0,0,0,0,0,0,7.479,83.9,2.512,81.5,14.55,1016.972,0.0001949071,0.01204985
15/07/2020 00:00:00,33560,13.7,0,0,0,0,0,0,7.435,83.9,2.025,70.65,21.14,1017.179,0.0001605118,0.01202795
15/07/2020 01:00:00,33561,13.7,0,0,0,0,0,0,6.476,87,1.451,76.31,19.3,1017.174,0.0008369542,0.01204281
15/07/2020 02:00:00,33562,13.7,0,0,0,0,0,0,6.592,84.9,1.794,87.3,19.84,1017.461,0.0003898209,0.01204438
15/07/2020 03:00:00,33563,13.71,0,0,0,0,0,0,6.151,81.2,2.012,77.16,18.91,1017.986,0.0007796331,0.01205376
15/07/2020 04:00:00,33564,13.71,0,0,0,0,0,0,7.241,77.93,2.21,81.2,19.52,1017.377,0.0003095601,0.01202485
15/07/2020 05:00:00,33565,13.71,0,0,0,0,0,0,7.299,78.9,1.788,81.8,20.43,1017.11,0.0001261164,0.01203656
15/07/2020 06:00:00,33566,13.7,0.003484587,0,0,0,0,0,6.2,83.2,1.565,66.58,29.44,1017.49,0.0006649821,0.01204439
15/07/2020 07:00:00,33567,13.7,0,0,0,0,0,0,4.743,89.7,0.856,40.77,26.82,1017.857,0.003336612,0.01203977
15/07/2020 08:00:00,33568,13.7,0.002240464,0,1.324674,1.243095,1.37221,0,5.281,85.9,1.3,49.68,36.73,1017.953,0.02658132,0.0252975
15/07/2020 09:00:00,33569,13.71,320.0996,0,40.09801,91.59171,84.90632,321.8478,6.877,71.32,1.586,70.5,30.85,1018.484,0.636093,0.3209702
15/07/2020 10:00:00,33570,13.71,610.0842,0,47.06887,230.1107,224.2259,602.5226,10.31,61.61,0.598,35.8,54.24,1020.302,2.584321,0.8954103
15/07/2020 11:00:00,33571,13.71,823.753,0,45.22652,395.9405,179.7663,819.897,13.3,49.52,1.379,49.29,42.22,1020.229,5.814162,1.567922
15/07/2020 12:00:00,33572,13.7,868.5555,0,49.88111,500.6056,47.99254,866.4465,15.02,38.09,2.063,77.76,30.85,1019.36,8.921534,2.052021
15/07/2020 13:00:00,33573,13.71,893.2262,0,52.42397,555.264,50.50836,891.7316,15.79,34.67,2.659,3.753,35.44,1019.162,10.69363,2.295591
15/07/2020 14:00:00,33574,13.71,882.0624,0,57.12629,546.5532,54.48682,880.9729,16.06,36.92,3.247,345.7,28.22,1018.19,10.35919,2.250189
15/07/2020 15:00:00,33575,13.7,752.5733,0,90.3982,463.1003,78.7496,749.9363,16.29,36.87,2.543,339.1,27.72,1017.567,8.035542,1.898444
15/07/2020 16:00:00,33576,13.7,689.5829,0,65.43723,327.5428,193.8915,679.3589,16.47,37.89,1.979,326.3,28.24,1017.594,4.618556,1.305897
15/07/2020 17:00:00,33577,13.71,614.967,0,36.84473,180.931,184.4832,595.8591,16.61,39.05,1.023,289.6,37.02,1017.834,1.798088,0.6839485
15/07/2020 18:00:00,33578,13.71,270.8227,0,11.98526,39.23931,40.51611,184.44,15,64.44,0.686,339.4,66.93,1017.892,0.2864906,0.1718354
15/07/2020 19:00:00,33579,13.7,0.03508293,0,0,0,0.03134827,0,11.18,61.71,2.348,82.6,14.12,1017.167,0.002545259,0.01305238
15/07/2020 20:00:00,33580,13.71,0,0,0,0,0,0,10.04,69.38,1.126,54.17,29.7,1017.041,2.293026E-05,0.01210537
15/07/2020 21:00:00,33581,13.7,0,0,0,0,0,0,7.889,78.35,0.662,62.46,31.41,1017.972,0.0002866282,0.01211006
15/07/2020 22:00:00,33582,13.7,0,0,0,0,0,0,7.08,75.62,1.251,80.8,29.76,1018.219,0.0002293026,0.01210381
15/07/2020 23:00:00,33583,13.7,0,0,0,0,0,0,7.309,77.58,1.814,77.61,14.36,1018.233,0.0001375816,0.01207331
16/07/2020 00:00:00,33584,13.71,0,0,0,0,0,0,6.19,80.1,1.037,65.84,21.74,1018.103,0.001112118,0.01207331
16/07/2020 01:00:00,33585,13.71,0,0,0,0,0,0,5.743,80.8,1.215,66.2,23.66,1017.761,0.0008942802,0.01207331
16/07/2020 02:00:00,33586,13.71,0.01667626,0,0,0,0,0,5.525,79.83,1.698,75.27,18.65,1017.052,0.0009287471,0.01204836
16/07/2020 03:00:00,33587,13.71,0,0,0,0,0,0,5.177,79.66,1.11,61.34,23.96,1017.007,0.0009860591,0.01205226
16/07/2020 04:00:00,33588,13.71,0,0,0,0,0,0,4.625,81.6,1.106,60.76,14.86,1016.832,0.001892042,0.01205005
16/07/2020 05:00:00,33589,13.71,0,0,0,0,0,0,5.007,83.5,1.62,67.05,24.16,1016.144,0.0012499,0.01203599
16/07/2020 06:00:00,33590,13.71,0,0,0,0,0,0,5.193,73.8,1.12,47.37,21.78,1015.721,0.0007682999,0.01205165
16/07/2020 07:00:00,33591,13.7,0,0,0,0,0,0,4.325,82.7,1.015,49.78,16.46,1015.894,0.001880713,0.0120306
16/07/2020 08:00:00,33592,13.71,0,0,1.417684,1.435729,1.360428,0,4.781,80.2,1.316,51.89,19.18,1015.946,0.0278793,0.0258954
16/07/2020 09:00:00,33593,13.71,360.408,0,21.49287,80.4164,76.13359,363.4527,6.171,69.25,0.896,26.63,17.2,1015.935,0.6628163,0.3205973
16/07/2020 10:00:00,33594,13.71,744.9487,0,35.81501,253.7076,249.8318,737.7752,11.05,51.99,0.417,49.77,21.33,1016.159,2.775208,0.933715
16/07/2020 11:00:00,33595,13.71,838.209,0,41.52289,399.185,157.2029,832.0688,16.2,36.49,0.194,42.57,16.6,1016.366,6.105211,1.570782
16/07/2020 12:00:00,33596,13.71,885.488,0,43.87876,503.3821,40.9834,879.791,18.71,36.12,0.502,359.3,34.43,1015.807,9.607137,2.083772
16/07/2020 13:00:00,33597,13.71,906.6106,0,45.04229,554.8886,43.15324,900.2337,20.05,34.6,0.735,293.5,25.8,1014.929,11.58208,2.335318
16/07/2020 14:00:00,33598,13.71,906.4769,0,44.85377,546.4353,43.44938,898.9328,21.46,29.66,1.052,298.3,28.24,1014.019,11.30484,2.289253
16/07/2020 15:00:00,33599,13.71,869.3907,0,44.46187,472.741,42.723,859.3099,21.54,37.7,1.155,232.8,34.26,1013.173,8.770574,1.93987
16/07/2020 16:00:00,33600,13.71,808.1987,0,39.84293,349.9486,165.2502,791.8005,22.15,36.8,0.693,248.2,30.08,1012.712,5.163834,1.377302
16/07/2020 17:00:00,33601,13.71,707.6151,0,29.34984,197.0932,204.9325,680.9084,22.32,32.57,0.918,306.5,21.31,1012.617,1.978166,0.724779
16/07/2020 18:00:00,33602,13.71,300.006,0,11.53691,42.1761,45.10212,205.7829,18.8,67.67,1.334,231.3,41.34,1012.674,0.2920939,0.1783116
16/07/2020 19:00:00,33603,13.7,0.0442744,0,0,0,0.01534917,0,13.61,76.81,1.219,145.9,50.77,1013.109,0.001008772,0.01314292
16/07/2020 20:00:00,33604,13.7,0,0,0,0,0,0,11.06,85.5,1.548,80.2,9.32,1013.23,1.146513E-05,0.01213665
16/07/2020 21:00:00,33605,13.71,0,0,0,0,0,0,9.06,88.7,1.33,62.65,13.97,1013.273,3.439538E-05,0.01212336
16/07/2020 22:00:00,33606,13.7,0,0,0,0,0,0,8.38,80.9,1.372,65.57,19.53,1012.968,3.439538E-05,0.01212805
16/07/2020 23:00:00,33607,13.71,0,0,0,0,0,0,7.555,79.87,1.086,49.85,17.27,1012.705,0.0003324886,0.01210772
17/07/2020 00:00:00,33608,13.71,0.001493392,0,0,0,0,0,7.323,77.02,1.322,60.34,17.9,1012.369,0.0001490466,0.01209755
17/07/2020 01:00:00,33609,13.7,0.004729076,0,0,0,0,0,7.522,73.33,1.494,63.27,14.98,1012.002,9.172101E-05,0.01207566
17/07/2020 02:00:00,33610,13.7,0,0,0,0,0,0,7.562,68.33,1.314,56.41,16.18,1011.463,0.0001605118,0.01206471
17/07/2020 03:00:00,33611,13.7,0.02837446,0,0,0,0,0,7.858,65.02,1.445,46.88,19.56,1011.195,6.879075E-05,0.01207018
17/07/2020 04:00:00,33612,13.71,0.02737886,0,0,0,0,0,7.079,65.38,1.427,40.49,15.63,1010.906,0.0002407677,0.0120608
17/07/2020 05:00:00,33613,13.71,0.03036565,0,0,0,0,0,7.444,70.53,1.456,49.52,14.34,1010.565,0.0001031866,0.01206628
17/07/2020 06:00:00,33614,13.71,0.01742291,0,0,0.003522099,0,0,7.538,60.03,1.449,47.2,24.88,1010.113,0.0001375819,0.01204751
17/07/2020 07:00:00,33615,13.71,0.08362997,0,0,0,0,0,7.585,61.35,1.535,35.2,16.2,1009.837,0.0001375862,0.01205692
17/07/2020 08:00:00,33616,13.71,0.058989,0,1.446947,1.591574,1.312463,0,8.64,56.68,1.648,40.18,21.38,1009.613,0.02562477,0.02619328
17/07/2020 09:00:00,33617,13.71,361.8599,0,24.34847,83.45655,79.28534,360.1995,10.62,41.88,1.565,27.6,21.68,1009.689,0.6656539,0.3167096
17/07/2020 10:00:00,33618,13.7,752.7478,0,41.81581,261.2661,258.092,737.55,15.35,36.62,1.449,23.17,26.47,1009.721,2.836439,0.918543
17/07/2020 11:00:00,33619,13.7,853.6205,0,49.08305,413.1832,147.1267,843.3842,20.07,31.35,1.023,353.2,29.41,1009.466,6.386983,1.581316
17/07/2020 12:00:00,33620,13.71,901.0981,0,53.55695,522.4798,49.48654,893.6094,25.3,13.7,2.013,48.92,30.27,1008.934,9.945657,2.076758
17/07/2020 13:00:00,33621,13.71,917.0704,0,57.16599,574.7249,53.62905,910.2842,26.13,13.36,2.897,39.2,29.82,1007.934,11.92039,2.313304
17/07/2020 14:00:00,33622,13.71,909.0419,0,58.94305,564.1064,54.53483,901.4347,26.15,15.89,3.132,27.93,30.14,1007.054,11.53703,2.264611
17/07/2020 15:00:00,33623,13.7,878.5327,0,57.29136,492.7452,52.92096,869.3229,25.75,18.59,3.595,19.45,27.04,1006.466,8.945301,1.935531
17/07/2020 16:00:00,33624,13.7,814.318,0,51.74328,366.7867,157.9234,799.0821,25.3,19.33,3.307,19.25,28.01,1006.204,5.296354,1.387937
17/07/2020 17:00:00,33625,13.71,671.9598,0,40.43718,202.5831,208.9058,650.0035,24.35,23.95,3.289,22.38,26.64,1006.094,2.003546,0.7221535
17/07/2020 18:00:00,33626,13.71,259.2284,0,15.8287,43.6301,44.69606,189.2055,22.86,26.77,2.224,51.34,27.69,1006.279,0.2828934,0.182179
17/07/2020 19:00:00,33627,13.71,0.03506857,0,0,0,0.004986865,0,20.42,32.76,2.392,65.65,17.31,1006.403,0,0.01326593
17/07/2020 20:00:00,33628,13.7,0.006467041,0,0,0,0,0,18.86,34.47,1.277,54.52,51.52,1006.63,0,0.01208456
17/07/2020 21:00:00,33629,13.71,0,0,0,0,0,0,16.52,51.17,0.9,349.1,32.06,1006.747,0,0.01210202
17/07/2020 22:00:00,33630,13.71,0,0,0,0.02899129,0,0,16.03,31.51,0.91,36.22,41.93,1006.596,0,0.01214056
17/07/2020 23:00:00,33631,13.71,0,0,0,0.08366031,0,0,21.56,22.9,2.92,55.08,26.38,1006.426,0,0.01211628
18/07/2020 00:00:00,33632,13.71,0.5046824,0,0,0,0.2838348,0,16.81,47.68,3.386,331.5,27.72,1006.587,0,0.01206209
18/07/2020 01:00:00,33633,13.71,0,0,0,0.06916299,0,0,18.66,26.87,2.945,19.92,34.18,1006.543,0,0.01213665
18/07/2020 02:00:00,33634,13.71,0,0,0,0,0,0,20.23,23.73,3.39,54.22,25.16,1006.086,0,0.0120935
18/07/2020 03:00:00,33635,13.71,0,0,0,0,0,0,20.93,22.93,3.317,47.95,27.08,1005.789,0,0.01208388
18/07/2020 04:00:00,33636,13.7,0,0,0,0,0,0,21.22,20.92,3.297,37.17,30.17,1005.466,0,0.01207209
18/07/2020 05:00:00,33637,13.7,0.0007461977,0,0,0,0,0,21.66,21.33,5.012,25.34,29.24,1004.9,0,0.01204785
18/07/2020 06:00:00,33638,13.7,0,0,0,0,0,0,21.11,21.48,4.164,21.25,30.71,1005.06,0,0.01204158
18/07/2020 07:00:00,33639,13.7,0,0,0,0,0,0,20.86,21.75,3.801,14.11,29.07,1005.319,0,0.01203691
18/07/2020 08:00:00,33640,13.7,0.1537167,0,1.070786,0.7217553,1.55922,0,19.19,37.26,2.895,349.7,37.33,1006.105,0.01690532,0.02649439
18/07/2020 09:00:00,33641,13.71,279.4454,0,30.7598,75.79562,72.61266,268.6859,13.77,45.33,2.468,354.2,25.95,1007.02,0.6612277,0.3138925
18/07/2020 10:00:00,33642,13.71,680.9964,0,53.15349,252.7501,246.2417,663.592,15.64,39.26,1.362,357,27.36,1007.679,2.847651,0.9104919
18/07/2020 11:00:00,33643,13.71,796.7093,0,64.69356,406.4468,133.4494,787.0333,18.02,33.6,1.931,350.6,35.93,1008.198,6.296349,1.553283
18/07/2020 12:00:00,33644,13.71,849.8921,0,69.72427,514.4319,61.02381,843.8557,19.96,30.19,2.598,347.5,36.29,1008.447,9.764997,2.054988
18/07/2020 13:00:00,33645,13.71,857.5499,0,75.55863,562.4358,66.09248,852.8031,20.12,39.45,3.213,335.9,28.56,1008.398,11.60944,2.281794
18/07/2020 14:00:00,33646,13.71,829.5529,0,84.28078,548.6266,72.28242,824.983,19.45,49.64,3.014,336.9,31.97,1007.962,11.23151,2.236368
18/07/2020 15:00:00,33647,13.71,775.4904,0,86.21487,473.5298,73.06575,769.2952,19.55,50.99,2.35,325.6,36.56,1007.687,8.679719,1.901976
18/07/2020 16:00:00,33648,13.71,664.4885,0,83.52354,342.829,141.9031,652.3018,19.87,51,1.555,338.2,28.56,1007.651,5.042431,1.331146
18/07/2020 17:00:00,33649,13.71,479.584,0,65.81911,182.2664,179.9383,459.8435,19.23,52.15,1.685,354.4,23.37,1007.629,1.928777,0.68876
18/07/2020 18:00:00,33650,13.71,132.6269,0,22.60716,37.29545,36.93214,107.7154,17.58,64.87,1.842,325.8,23.94,1007.872,0.305087,0.1787705
18/07/2020 19:00:00,33651,13.7,0.03855355,0,0,0,0.007162944,0,14.78,71.13,1.279,65.36,40.55,1008.424,0.0008137971,0.01335455
18/07/2020 20:00:00,33652,13.71,0,0,0,0,0,0,12.4,77.53,0.965,67.3,18.71,1008.894,0,0.01213665
18/07/2020 21:00:00,33653,13.71,0,0,0,0,0,0,10.94,81.1,1.058,73.95,24.33,1009.34,0,0.0121257
18/07/2020 22:00:00,33654,13.71,0.00223934,0,0,0,0,0,10.06,85.2,1.093,72.46,15.93,1009.463,1.146513E-05,0.01212961
18/07/2020 23:00:00,33655,13.71,0,0,0,0,0,0,9.34,90,0.771,72.49,10.72,1009.558,3.439538E-05,0.01213743
19/07/2020 00:00:00,33656,13.71,0,0,0,0,0,0,8.96,88.2,1.424,76.43,9.85,1009.439,0,0.01212805
19/07/2020 01:00:00,33657,13.71,0,0,0,0,0,0,8.79,90.9,1.382,78.39,11.33,1009.217,4.586051E-05,0.01210303
19/07/2020 02:00:00,33658,13.71,0,0,0,0,0,0,7.998,91.7,1.253,75.81,11.23,1008.845,8.025589E-05,0.01210459
19/07/2020 03:00:00,33659,13.71,0.0002488706,0,0,0,0,0,7.48,93.1,1.041,68.22,14.27,1008.413,8.025589E-05,0.01210694
19/07/2020 04:00:00,33660,13.71,0,0,0,0,0,0,7.419,85.9,1.829,79.99,9.47,1008.233,5.732563E-05,0.01210224
19/07/2020 05:00:00,33661,13.71,0,0,0,0,0,0,7.314,89.7,1.609,79.19,13.11,1007.691,0.0001490466,0.01209051
19/07/2020 06:00:00,33662,13.7,0,0,0,0,0,0,6.492,92.3,1.168,65.04,15.25,1007.668,0.0004356748,0.01210537
19/07/2020 07:00:00,33663,13.7,0,0,0,0,0,0,5.828,91.4,1.054,53.01,15.21,1007.765,0.0006649773,0.01210068
19/07/2020 08:00:00,33664,13.71,0,0,1.557945,1.554074,1.43969,0,5.827,90.8,0.783,59.39,18.04,1007.954,0.02996984,0.02711204
19/07/2020 09:00:00,33665,13.71,321.1645,0,27.59261,80.79343,76.45779,318.0104,6.622,83.6,0.821,57.73,13.31,1008.203,0.6725557,0.3184651
19/07/2020 10:00:00,33666,13.7,692.2753,0,47.93102,255.0572,246.8036,685.2789,11.41,62.75,0.652,59.42,17.5,1008.37,2.758853,0.9079035
19/07/2020 11:00:00,33667,13.7,803.9509,0,55.76566,404.7873,105.7152,799.8826,17.77,43.42,0.079,21.86,9.31,1008.439,6.098449,1.542738
19/07/2020 12:00:00,33668,13.71,857.6855,0,60.51064,511.3983,53.11057,851.5421,18.99,43.78,0.547,226.3,26.02,1008.03,9.598752,2.053073
19/07/2020 13:00:00,33669,13.71,879.6967,0,64.54576,566.9048,57.97879,875.7526,19.34,49.5,1.442,244.2,32.3,1007.15,11.54919,2.307086
19/07/2020 14:00:00,33670,13.71,873.5258,0,64.8997,556.6954,57.88014,869.4261,20.08,47.77,1.46,234.5,29.65,1006.261,11.28958,2.272761
19/07/2020 15:00:00,33671,13.71,840.3296,0,64.33628,485.749,57.19879,832.8646,20.37,59.07,1.82,251.7,30.55,1005.571,8.833639,1.944564
19/07/2020 16:00:00,33672,13.71,774.7571,0,58.13888,362.227,121.8164,761.9658,19.61,51.28,2.228,226.8,32.77,1005.38,5.278784,1.399834
19/07/2020 17:00:00,33673,13.71,640.0334,0,43.40816,200.2202,204.6373,616.1395,19.39,54.44,1.355,240.7,33.49,1005.355,2.060327,0.7390077
19/07/2020 18:00:00,33674,13.71,255.9943,0,16.7258,44.10389,45.5974,183.319,17.69,66.34,0.886,253.4,24.68,1005.479,0.3246014,0.1895882
19/07/2020 19:00:00,33675,13.71,0.00995051,0,0,0,0.0003837339,0,14.21,80.4,1.259,115.5,60.96,1005.6,0.001249649,0.01356923
19/07/2020 20:00:00,33676,13.7,0,0,0,0,0,0,11.59,85,1.092,74.85,10.83,1005.73,0,0.01214213
19/07/2020 21:00:00,33677,13.7,0.1069907,0,0.2033537,0.1940649,0,0,10.36,85.3,1.173,69.68,15.33,1005.885,3.439538E-05,0.01213978
19/07/2020 22:00:00,33678,13.7,0.02463274,0,0.01370427,0.01097699,0,0,9.94,92.1,0.637,66.23,23.85,1005.859,0,0.01213352
19/07/2020 23:00:00,33679,13.71,0,0,0,0,0,0,8.54,90.1,1.215,77.7,12.99,1005.849,2.293025E-05,0.01213118
20/07/2020 00:00:00,33680,13.7,0,0,0,0,0,0,7.738,89.8,0.895,55.56,16.66,1005.673,2.293025E-05,0.01211006
20/07/2020 01:00:00,33681,13.7,0,0,0,0,0,0,6.997,91.9,0.646,47.29,17.1,1005.364,0.000183442,0.01212101
20/07/2020 02:00:00,33682,13.7,0.02414318,0,0,0,0,0,7.022,95.4,0.821,38.93,19.06,1004.862,0.0001261164,0.01210146
20/07/2020 03:00:00,33683,13.71,0.0007466962,0,0,0,0,0,6.74,95.7,0.849,40.19,30.68,1004.474,0.0002522328,0.0120999
