TmStamp,RecNum,BattV_Min,TrackerWM_Avg,Tracker2WM_Avg,ShadowWM_Avg,SunWM_Avg,ShadowbandWM_Avg,DNICalc_Avg,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,BP_mB_Avg,UVA_Avg,UVB_Avg
01/01/2020 00:00:00,28856,13.7,0,0,0,0,0,0,20.77,58.43,3.593,139,35.75,997.0413,0,0.01193489
01/01/2020 01:00:00,28857,13.71,0,0,0,0,0,0,19.77,66.95,1.583,178.2,38.49,997.0331,0,0.01194116
01/01/2020 02:00:00,28858,13.71,0,0,0,0,0,0,18.96,68.8,0.107,94.7,7.107,996.6198,0,0.01198121
01/01/2020 03:00:00,28859,13.71,0,0,0,0,0,0,17.64,72.23,0.099,89.6,15.61,996.2736,0,0.01199155
01/01/2020 04:00:00,28860,13.7,0,0,0,0,0,0,16.6,78.48,0.202,348.8,26.76,995.9152,0,0.01204309
01/01/2020 05:00:00,28861,13.7,0,0,0,0,0,0,15.24,84.6,0.588,352.5,26.36,996.0803,0,0.01206757
01/01/2020 06:00:00,28862,13.7,0,0,2.995747,3.03088,2.766136,0,14.62,85.9,0.219,357.7,19.33,996.4164,0.05177614,0.04632006
01/01/2020 07:00:00,28863,13.71,412.9445,0,30.7651,111.4628,33.54586,408.7979,15.98,72.43,0.257,51.35,12.03,996.79,1.042829,0.4566493
01/01/2020 08:00:00,28864,13.7,773.1033,0,50.42544,333.9799,51.68065,781.8756,19.63,67.36,0.745,336.5,26.73,997.0768,4.692759,1.333483
01/01/2020 09:00:00,28865,13.71,896.1503,0,62.51755,555.6893,61.00397,898.1346,21.95,56.48,1.505,321.8,29.57,997.1891,11.69304,2.396056
01/01/2020 10:00:00,28866,13.71,964.1887,0,65.87217,756.1346,62.36053,966.1309,24.76,48.06,0.021,332.8,2.07,997.1498,20.98996,3.385111
01/01/2020 11:00:00,28867,13.71,985.4963,0,76.44332,906.4174,73.85356,980.4338,25.56,48,0,0,0,997.1942,29.87506,4.144856
01/01/2020 12:00:00,28868,13.71,1001.722,0,78.81756,1006.499,75.77676,990.7072,26.96,44.54,0,0,0,997.0022,36.72504,4.664481
01/01/2020 13:00:00,28869,13.71,1007.166,0,82.30934,1055.799,79.28442,995.9449,28.77,47.99,0,0,0,996.5295,39.93905,4.862312
01/01/2020 14:00:00,28870,13.71,1005.785,0,86.28275,1048.399,82.42587,995.0654,27.91,48.82,0,0,0,996.0339,39.37503,4.862294
01/01/2020 15:00:00,28871,13.71,993.1312,0,85.34489,974.9021,80.6492,982.5731,27.66,47.97,0,0,0,995.8604,34.71616,4.534374
01/01/2020 16:00:00,28872,13.71,954.6646,0,86.57207,846.855,81.13709,953.7012,28.36,47.85,0,0,0,995.3902,26.7052,3.860703
01/01/2020 17:00:00,28873,13.71,895.2631,0,84.48786,664.3701,80.02425,891.7665,27.82,50.01,3.312,237.4,30.6,995.0211,17.20145,2.95826
01/01/2020 18:00:00,28874,13.71,789.9365,0,79.08662,452.1313,76.53671,786.2489,26.99,57.46,3.695,234.3,31.89,994.7825,8.565788,1.921958
01/01/2020 19:00:00,28875,13.7,592.4597,0,62.26456,228.1971,63.09337,581.5797,25.5,61.55,1.614,246.3,16.19,994.9556,2.769294,0.9176378
01/01/2020 20:00:00,28876,13.71,219.87,0,24.3594,50.38928,27.14354,169.3056,23.93,65.66,0.247,261.3,7.933,995.4111,0.3520655,0.2242792
01/01/2020 21:00:00,28877,13.71,0,0,0.1150447,0.1123497,0.1124853,0,23.2,62.91,0.006,125.2,1.811,995.8759,0,0.01450672
01/01/2020 22:00:00,28878,13.71,0,0,0,0,0,0,22.65,73.07,0.174,153.6,4.245,996.2574,0,0.01180204
01/01/2020 23:00:00,28879,13.71,0,0,0,0,0,0,20.96,75.2,0.012,146.4,2,996.5853,0,0.01186143
02/01/2020 00:00:00,28880,13.7,0,0,0,0,0,0,20.55,75.43,0,0,0,996.9506,0,0.01190597
02/01/2020 01:00:00,28881,13.71,0,0,0,0,0,0,19.76,81.2,0.266,207.2,7.201,996.8746,0,0.01190519
02/01/2020 02:00:00,28882,13.71,0,0,0,0,0,0,18.6,85,0,0,0,996.7451,0,0.01195433
02/01/2020 03:00:00,28883,13.71,0,0,0,0,0,0,17.55,88.2,0,0,0,996.3994,0,0.01197183
02/01/2020 04:00:00,28884,13.7,0,0,0,0,0,0,16.8,90.3,0,18.08,0,996.4859,0,0.01200636
02/01/2020 05:00:00,28885,13.7,0,0,0,0,0,0,16.07,91.1,0.376,75.76,9.54,996.7751,0,0.01204472
02/01/2020 06:00:00,28886,13.71,0,0,3.034482,3.081641,2.81657,0,15.79,92,0.516,63.32,17.98,997.0215,0.04712095,0.04491638
02/01/2020 07:00:00,28887,13.7,383.0892,0,33.48514,108.675,35.27108,382.7977,17.06,85.8,0.244,336.5,13.68,997.3703,1.056037,0.4632075
02/01/2020 08:00:00,28888,13.71,748.984,0,55.91852,330.7168,55.93449,761.4653,19.32,82.6,0.974,328.3,20.12,997.8781,4.770585,1.352822
02/01/2020 09:00:00,28889,13.71,880.226,0,63.86076,550.5389,62.26617,889.1942,21.76,68.78,0.659,350.2,22.61,998.138,11.75792,2.403091
02/01/2020 10:00:00,28890,13.71,937.841,0,77.1227,749.5547,72.77678,943.843,23.96,62.46,0,0,0,998.124,20.82136,3.370885
02/01/2020 11:00:00,28891,13.71,957.6885,0,100.6386,909.2947,93.59751,957.8445,24.55,67.12,0,0,0,998.3723,30.02299,4.199088
02/01/2020 12:00:00,28892,13.71,949.1976,0,129.0746,1012.577,116.5627,945.2554,23.37,71.44,0.004,210.7,0.44,998.7329,36.84588,4.766688
02/01/2020 13:00:00,28893,13.71,979.0806,0,108.5149,1064.359,101.1565,978.0583,23.18,69.28,0,0,0,998.7534,40.09924,5.007138
02/01/2020 14:00:00,28894,13.71,971.5092,0,108.2447,1044.261,98.85143,968.0729,23.28,67.76,0,0,0,998.6054,39.48029,4.933782
02/01/2020 15:00:00,28895,13.71,956.6863,0,105.8068,968.4382,97.00043,952.3145,23.11,70.24,0.034,226.4,2.938,998.3527,34.6531,4.571116
02/01/2020 16:00:00,28896,13.71,945.3746,0,91.42652,850.1398,85.3391,951.1481,23.06,67.01,0.096,219.8,3.796,997.9902,26.55456,3.907475
02/01/2020 17:00:00,28897,13.71,908.1392,0,78.53049,671.1548,75.65384,910.363,22.9,67.88,0.086,213.8,3.303,997.7288,17.19665,3.001565
02/01/2020 18:00:00,28898,13.71,839.3047,0,64.89956,464.159,65.43246,841.4408,22.48,66.28,0.044,219.4,1.905,997.5443,8.722215,1.974668
02/01/2020 19:00:00,28899,13.7,698.4755,0,47.16289,241.8798,52.89015,685.1931,21.98,69.27,0.023,219.8,1.861,997.9658,2.91853,0.959463
02/01/2020 20:00:00,28900,13.71,338.4078,0,19.03948,57.73696,25.56313,241.8261,21.48,71.83,0,0,0,998.439,0.3935255,0.2325654
02/01/2020 21:00:00,28901,13.7,0,0,0.07068446,0.02835552,0.1714695,0,19.68,76.74,0.99,239.7,24.8,998.6582,0,0.01470834
02/01/2020 22:00:00,28902,13.7,0,0,0,0,0,0,18.82,78.54,0.884,230.3,64.75,999.1287,0,0.01194978
02/01/2020 23:00:00,28903,13.7,0,0,0,0,0,0,18,82.8,0.273,69.76,20.56,999.4233,0,0.01198596
03/01/2020 00:00:00,28904,13.71,0,0,0,0,0,0,17.34,85.7,0.458,76.5,18.67,999.3243,0,0.01199769
03/01/2020 01:00:00,28905,13.7,0,0,0,0,0,0,16.42,87.7,0.709,75.79,11.97,999.0037,0,0.01201034
03/01/2020 02:00:00,28906,13.7,0,0,0,0,0,0,15.84,88.7,1.077,72.65,14.89,998.5938,0,0.01204013
03/01/2020 03:00:00,28907,13.71,0,0,0,0,0,0,15.4,90,1.113,75.42,13.3,998.1899,0,0.01204816
03/01/2020 04:00:00,28908,13.71,0,0,0,0,0,0,14.98,90.7,0.779,68.41,17.17,998.0811,0,0.01207722
03/01/2020 05:00:00,28909,13.7,0,0,0,0,0,0,14.67,92,1.225,68.17,15.56,998.1434,0,0.01208348
03/01/2020 06:00:00,28910,13.71,0,0,3.662356,3.816196,3.375198,0,14.41,93.5,0.352,37.64,11.93,998.5271,0.04570245,0.04236226
03/01/2020 07:00:00,28911,13.71,381.9427,0,32.8112,107.4969,36.00548,381.1662,15.72,86,0.862,64.86,19.19,999.1186,0.993539,0.4406363
03/01/2020 08:00:00,28912,13.71,766.9691,0,50.20994,328.8608,52.46185,777.2344,19.98,73.17,0.159,355.4,20.06,999.4482,4.616954,1.313557
03/01/2020 09:00:00,28913,13.7,877.9149,0,64.92403,547.4193,64.1194,885.4222,21.36,65.99,0,0,0,999.7505,11.48137,2.322746
03/01/2020 10:00:00,28914,13.71,945.9082,0,70.45421,747.759,68.19499,951.8832,22.93,58.39,0,0,0,999.8441,20.8231,3.338952
03/01/2020 11:00:00,28915,13.71,982.1917,0,75.9437,904.4169,73.68272,981.7208,24.21,62.72,0,0,0,999.5551,29.99947,4.128844
03/01/2020 12:00:00,28916,13.71,999.2253,0,83.60847,1013.888,80.67009,995.0087,23.86,66.86,0,0,0,999.7502,36.72313,4.678504
03/01/2020 13:00:00,28917,13.71,1008.74,0,87.33426,1072.521,84.84386,1008.868,23.17,66.11,0,0,0,999.7802,40.05188,4.938276
03/01/2020 14:00:00,28918,13.71,1005.061,0,92.70364,1062.127,88.65148,1003.128,23,67.55,0,0,0,999.6871,39.43409,4.909533
03/01/2020 15:00:00,28919,13.71,979.3407,0,103.2796,986.1346,97.61343,972.9452,22.81,69.8,0,0,0,999.5048,34.60044,4.559486
03/01/2020 16:00:00,28920,13.71,960.5474,0,87.14816,858.0529,82.57014,965.8242,22.52,70.92,0,0,0,999.1995,26.37776,3.884698
03/01/2020 17:00:00,28921,13.71,916.2093,0,78.48547,677.5724,75.46782,919.1684,22.33,69.18,0,0,0,998.7628,16.94718,2.973891
03/01/2020 18:00:00,28922,13.71,828.2111,0,70.36459,464.7723,69.97453,829.1382,21.76,71,0,0,0,998.5807,8.568136,1.953118
03/01/2020 19:00:00,28923,13.71,637.6431,0,57.21377,236.3959,59.6662,624.8743,21.04,76.99,0,0,0,998.8374,2.822827,0.9353194
03/01/2020 20:00:00,28924,13.71,271.3904,0,24.01797,55.88832,27.93671,199.0683,20.31,80.6,0,0,0,999.0278,0.3868917,0.2259611
03/01/2020 21:00:00,28925,13.71,0,0,0.1380556,0.09044793,0.2169901,0,18.95,82.4,0,0,0,999.1326,0.0001718602,0.0146974
03/01/2020 22:00:00,28926,13.71,0,0,0,0,0,0,18.58,82.2,0,0,0,999.3522,0,0.01197876
03/01/2020 23:00:00,28927,13.71,0,0,0,0,0,0,18.35,84.5,0,0,0,999.1521,0,0.01198603
04/01/2020 00:00:00,28928,13.7,0,0,0,0,0,0,17.82,87.1,0.125,84.5,2.875,998.9617,0,0.01199703
04/01/2020 01:00:00,28929,13.7,0,0,0,0,0,0,16.93,88.9,0.454,74.95,11.5,998.4985,0,0.01199705
04/01/2020 02:00:00,28930,13.7,0,0,0,0,0,0,16.35,90.6,0.689,69.51,12.83,997.8588,0,0.01205103
04/01/2020 03:00:00,28931,13.7,0,0,0,0,0,0,15.63,92.5,0,0,0,997.3421,0,0.01206139
04/01/2020 04:00:00,28932,13.71,0,0,0,0,0,0,15.27,93,0.002,51.62,0.354,996.9131,0,0.01207949
04/01/2020 05:00:00,28933,13.7,0,0,0,0,0,0,14.89,94.1,0.331,353,10.61,996.5316,0,0.01207564
04/01/2020 06:00:00,28934,13.71,0,0,2.983218,3.065738,2.781168,0,14.69,94.7,0.081,52.4,3.777,996.5399,0.0429369,0.04083544
04/01/2020 07:00:00,28935,13.71,366.5943,0,31.85968,96.34937,34.5667,332.9157,15.98,86.6,0,0,0,996.5323,0.9724389,0.4319184
04/01/2020 08:00:00,28936,13.71,752.3117,0,51.00407,317.6335,51.68378,745.3721,20.04,73.29,0.1,335.7,12.65,996.544,4.550737,1.289865
04/01/2020 09:00:00,28937,13.7,871.1183,0,62.14649,537.234,60.76365,874.6865,22.32,67.7,0,0,0,996.7808,11.48675,2.314946
04/01/2020 10:00:00,28938,13.71,916.3789,0,76.80428,728.3773,73.04699,922.1251,23.66,62.31,0.422,211.1,19.74,996.2983,20.57821,3.260568
04/01/2020 11:00:00,28939,13.71,982.1567,0,74.39091,905.0092,72.1667,985.9016,25.78,54.85,0,0,0,995.9919,30.31093,4.113334
04/01/2020 12:00:00,28940,13.71,990.0264,0,81.13759,1005.101,77.93015,989.3262,26.7,56.87,0,0,0,995.6282,37.04506,4.616384
04/01/2020 13:00:00,28941,13.71,999.0844,0,84.63857,1060.746,81.83924,999.7231,26.37,58.24,0,0,0,995.3295,40.12124,4.87059
04/01/2020 14:00:00,28942,13.71,1003.821,0,81.91646,1052.695,78.91182,1004.149,25.66,61.23,0,0,0,995.0898,39.401,4.845468
04/01/2020 15:00:00,28943,13.71,991.3453,0,79.20602,976.8167,76.10638,990.4705,25.32,64,0,0,0,994.7421,34.66937,4.500745
04/01/2020 16:00:00,28944,13.71,968.8397,0,73.91969,852.6985,71.42624,974.863,24.34,65.96,0,0,0,994.4412,26.59541,3.853484
04/01/2020 17:00:00,28945,13.71,931.4409,0,67.67155,675.7144,67.13808,932.0284,23.37,68.74,0,0,0,994.1485,17.317,2.978409
04/01/2020 18:00:00,28946,13.7,846.9622,0,62.10718,466.0979,63.27967,848.4797,22.25,72.28,0,0,0,994.2742,8.779387,1.96734
04/01/2020 19:00:00,28947,13.71,669.4865,0,52.72871,241.516,56.55584,659.8873,20.75,72.33,0,0,0,995.1709,2.933711,0.9571592
04/01/2020 20:00:00,28948,13.71,302.851,0,19.20498,54.42774,24.44995,220.5277,19.81,76.58,0,0,0,995.8603,0.4135071,0.2357952
04/01/2020 21:00:00,28949,13.71,0,0,0.02827377,0.0105557,0.09411,0,18.43,81.6,0,0,0,996.1852,0.000527038,0.01479821
04/01/2020 22:00:00,28950,13.71,0,0,0,0,0,0,17.9,83.3,0,0,0,996.369,0,0.01199763
04/01/2020 23:00:00,28951,13.71,0,0,0,0,0,0,17.64,84.6,0,0,0,996.6794,0,0.01201345
05/01/2020 00:00:00,28952,13.71,0,0,0,0,0,0,16.93,86.4,0,0,0,996.7128,0,0.01203535
05/01/2020 01:00:00,28953,13.71,0,0,0,0,0,0,16.28,86.8,0,0,0,996.5826,0,0.01204481
05/01/2020 02:00:00,28954,13.71,0,0,0,0,0,0,16.08,88.2,0,0,0,996.2763,0,0.01204802
05/01/2020 03:00:00,28955,13.7,0,0,0,0.09813879,0,0,16.51,84.8,0,0,0,995.7655,0,0.01205815
05/01/2020 04:00:00,28956,13.7,0,0,0,0,0,0,16.72,83.6,0,0,0,995.5952,0,0.01201894
05/01/2020 05:00:00,28957,13.7,0,0,0,0,0,0,17.3,90.8,0,0,0,995.7758,0,0.01202598
05/01/2020 06:00:00,28958,13.7,0,0,2.117928,2.120543,2.135835,0,16.89,88.4,0,0,0,995.6102,0.03701332,0.03968986
05/01/2020 07:00:00,28959,13.71,36.69375,0,51.34689,57.7172,47.83987,47.94208,17.35,86.7,0,0,0,996.5566,0.6911445,0.3169652
05/01/2020 08:00:00,28960,13.7,200.2788,0,127.3521,212.5342,112.2122,187.7583,18.08,80.6,0.963,359.1,25.92,997.0814,3.983844,1.059594
05/01/2020 09:00:00,28961,13.71,434.6647,0,235.9304,467.8087,189.8221,439.4145,19.98,72.19,0,0,0,997.4499,11.12096,2.195279
05/01/2020 10:00:00,28962,13.7,69.82712,0,289.3744,330.3678,244.8037,63.93647,21.06,69.48,0,0,0,997.6509,11.27458,1.764286
05/01/2020 11:00:00,28963,13.71,0.7454513,0,341.5931,334.8404,304.4237,-7.90821,21.57,65.89,0,0,0,997.6956,13.77738,1.85625
05/01/2020 12:00:00,28964,13.71,2.420354,0,304.3689,298.5854,272.0017,-6.285168,22.32,66.2,0,0,0,997.7762,13.54654,1.719783
05/01/2020 13:00:00,28965,13.71,0.5077423,0,251.7107,246.0904,229.7194,-5.630482,22.44,62.1,0,0,0,997.9034,11.46964,1.403762
05/01/2020 14:00:00,28966,13.71,2.443453,0,405.1587,398.1946,370.4226,-7.355004,23.33,58.89,0,0,0,997.7879,17.35581,2.136808
05/01/2020 15:00:00,28967,13.71,1.384064,0,337.6349,331.7974,308.5787,-6.634655,23.19,62.49,0,0,0,997.7778,13.50337,1.763873
05/01/2020 16:00:00,28968,13.71,0.8749533,0,214.4429,210.4567,193.6545,-4.958711,22.48,64.69,0,0,0,997.5579,8.690742,1.258655
05/01/2020 17:00:00,28969,13.71,0.2600871,0,167.0143,163.9436,149.1624,-4.708744,21.83,67.58,0,0,0,997.251,5.592755,0.939898
05/01/2020 18:00:00,28970,13.71,0.06166502,0,77.4653,75.76225,69.95982,-3.576647,20.58,81.3,0,0,0,997.2468,2.05389,0.4509484
05/01/2020 19:00:00,28971,13.71,37.38989,0,122.3042,131.7696,107.6569,31.67554,19.91,80,0.087,242,6.603,997.5258,1.818201,0.6093563
05/01/2020 20:00:00,28972,13.71,13.17095,0,25.12545,25.15922,23.4077,-3.3259,19.93,82.9,0,0,0,997.8862,0.243503,0.1450137
05/01/2020 21:00:00,28973,13.71,0,0,0.785702,0.7229625,0.7539033,0,19.37,83.9,0.159,212.6,13.12,998.1641,0,0.01304927
05/01/2020 22:00:00,28974,13.7,0.001491897,0,0,0,0.006521218,0,18,85.7,0.002,237.8,1.173,998.5747,0,0.01193887
05/01/2020 23:00:00,28975,13.71,0,0,0,0,0,0,17.39,88.8,1.332,242.3,24.47,998.6055,0,0.01199153
06/01/2020 00:00:00,28976,13.71,0,0,0,0,0,0,17.33,86.5,1.363,246.1,36.2,998.3365,0,0.01202049
06/01/2020 01:00:00,28977,13.71,0,0,0,0,0,0,17.53,80.5,1.592,221.8,30.38,997.8644,0,0.01201893
06/01/2020 02:00:00,28978,13.7,0,0,0,0,0,0,17.57,83.2,1.027,254.5,31.17,997.6621,0,0.01200407
06/01/2020 03:00:00,28979,13.71,0,0,0,0,0,0,17.27,84.7,1.646,234.5,29.61,997.2468,0,0.01202363
06/01/2020 04:00:00,28980,13.71,0,0,0,0,0,0,17.2,74.6,0.581,223.1,14.15,996.9615,0,0.01201817
06/01/2020 05:00:00,28981,13.71,0,0,0,0,0,0,17.23,76.37,0,0,0,997.1595,0,0.01204947
06/01/2020 06:00:00,28982,13.71,0,0,2.545049,2.545604,2.169859,0,17.04,77.61,0,0,0,997.2937,0.01517589,0.02744637
06/01/2020 07:00:00,28983,13.71,0,0,44.99708,45.12769,40.77542,0.8208638,17.2,74.87,0,0,0,997.709,0.5648053,0.2591856
06/01/2020 08:00:00,28984,13.71,0.1479958,0,107.6683,106.4371,96.2671,-3.416841,17.68,74.11,0.002,234.3,0.282,998.0338,2.369051,0.6606776
06/01/2020 09:00:00,28985,13.71,1.68367,0,239.8407,237.3894,213.3163,-4.261897,18.27,71.58,1.697,215.2,19.95,998.1213,6.30219,1.269051
06/01/2020 10:00:00,28986,13.71,124.6019,0,486.1332,574.0081,407.1557,119.7419,19.15,66.73,3.399,225.3,31.68,998.1722,16.67411,2.793394
06/01/2020 11:00:00,28987,13.71,487.3753,0,422.5978,828.6776,352.4204,495.5569,20.47,65.59,0.028,249.8,1.088,998.1756,26.6097,3.896754
06/01/2020 12:00:00,28988,13.71,339.0122,0,501.8386,812.925,422.3173,335.2944,20.82,62.96,0,0,0,998.0691,29.40649,3.942711
06/01/2020 13:00:00,28989,13.71,283.8824,0,576.6128,842.6762,498.8027,273.322,21.35,63.38,0,0,0,997.8523,31.33866,4.056981
06/01/2020 14:00:00,28990,13.71,61.23989,0,581.1595,627.6924,513.2552,47.34283,20.72,64.44,0,0,0,997.5311,24.01967,3.167253
06/01/2020 15:00:00,28991,13.71,44.65571,0,520.7998,550.4788,458.2664,31.31521,20.81,63.54,0,0,0,997.3255,20.4242,2.816844
06/01/2020 16:00:00,28992,13.71,256.0354,0,469.9637,664.0531,400.0527,241.6013,20.92,59.9,0.001,212.9,0.443,997.0573,20.04733,3.115095
06/01/2020 17:00:00,28993,13.71,29.77976,0,308.5353,323.1645,272.6374,27.47401,20.27,65.95,0.011,223.7,2.081,996.7424,9.599527,1.687765
06/01/2020 18:00:00,28994,13.71,64.9659,0,258.5936,285.6837,226.3588,61.21853,19.89,65.93,0,0,0,996.4387,5.915452,1.37427
06/01/2020 19:00:00,28995,13.71,2.977081,0,99.78755,99.11611,89.68375,-2.962696,19.84,69.27,0,0,0,996.2881,1.680334,0.5473713
06/01/2020 20:00:00,28996,13.71,0.3582568,0,25.24979,24.88253,23.08994,-2.228422,19.39,69.09,0.555,232.8,18.9,996.1014,0.2232924,0.141451
06/01/2020 21:00:00,28997,13.71,0,0,0.007731502,0.007658454,0.02301724,0,19,69.64,1.153,289.3,38.23,995.681,0,0.01369571
06/01/2020 22:00:00,28998,13.71,0,0,0,0,0,0,18.66,72.46,1.04,347.1,27.73,996.3175,0,0.01198752
06/01/2020 23:00:00,28999,13.71,0,0,0,0,0,0,18.34,72.96,1.031,144,70.57,995.827,0,0.01199386
07/01/2020 00:00:00,29000,13.7,0,0,0,0,0,0,17.94,74.66,0.692,284.3,65.84,995.7299,0,0.01203376
07/01/2020 01:00:00,29001,13.7,0,0,0,0,0,0,17.75,75.73,0.864,75.32,25.11,995.1311,0,0.01201033
07/01/2020 02:00:00,29002,13.71,0,0,0,0,0,0,17.73,76.88,0.377,276.1,55.16,994.0803,0,0.01201413
07/01/2020 03:00:00,29003,13.71,0,0,0,0,0,0,17.65,76.83,0.696,286.2,62.38,992.9294,0,0.01199938
07/01/2020 04:00:00,29004,13.7,0,0,0,0,0,0,17.69,79.41,1.1,334.5,64.48,992.2932,0,0.01200407
07/01/2020 05:00:00,29005,13.71,0,0,0,0,0,0,17.57,78.2,1.037,291.5,48.92,992.0494,0,0.01203692
07/01/2020 06:00:00,29006,13.7,0,0,1.493708,1.464835,1.396901,0,17.23,81,0.924,292.9,41.65,992.4481,0.01150709,0.0248778
07/01/2020 07:00:00,29007,13.7,0.009700565,0,42.4169,42.12224,37.61234,-1.672045,17.42,78.81,0.475,338.1,23.98,992.9736,0.4723236,0.2299094
07/01/2020 08:00:00,29008,13.71,0.8822466,0,106.2137,105.2436,94.69717,-2.660133,18.62,74.25,0.245,39.83,23.58,993.4376,1.857833,0.5545113
07/01/2020 09:00:00,29009,13.72,12.34089,0,219.8517,224.035,193.1465,7.397519,20.2,67.66,0.435,330.6,39.58,993.7444,5.536984,1.166791
07/01/2020 10:00:00,29010,13.71,118.8815,0,299.1354,383.6465,258.2645,114.4208,23.05,58.09,0,0,0,993.6767,12.11877,2.025105
07/01/2020 11:00:00,29011,13.71,100.624,0,399.4939,476.6366,346.4492,96.69632,24.22,55.56,0,0,0,993.1738,17.01859,2.500815
07/01/2020 12:00:00,29012,13.71,433.9502,0,334.7559,743.4251,290.6953,428.7024,25.94,49.16,0,0,0,993.0591,27.13018,3.634295
07/01/2020 13:00:00,29013,13.71,675.2287,0,254.5726,907.4925,231.0229,677.5099,29.54,40.48,0.505,352.2,8.4,992.4588,34.41218,4.33366
07/01/2020 14:00:00,29014,13.72,20.97004,0,395.481,407.2045,355.1688,5.703716,29.46,39.4,0.252,350,7.668,992.1914,17.50388,2.242817
07/01/2020 15:00:00,29015,13.71,523.9605,0,329.564,797.0477,268.5703,521.4091,31.12,39.72,1.452,336.6,56.17,991.4217,29.31017,3.897042
07/01/2020 16:00:00,29016,13.71,916.0903,0,95.46738,836.852,90.15298,926.2812,29.64,46.08,3.897,231.7,34.55,990.7328,25.2901,3.783951
07/01/2020 17:00:00,29017,13.71,851.4536,0,90.83141,649.7389,84.58196,854.8174,29.11,45.84,3.216,222.8,33.23,990.5206,15.85144,2.864378
07/01/2020 18:00:00,29018,13.71,780.9043,0,71.29135,445.2474,69.50833,781.9666,28.93,44.86,2.985,232.5,35.94,990.168,7.987255,1.883721
07/01/2020 19:00:00,29019,13.71,627.6683,0,52.32407,231.1663,54.92472,622.0771,28.68,46.56,2.359,240.6,34.31,990.5151,2.595442,0.915208
07/01/2020 20:00:00,29020,13.71,194.9739,0,20.19008,38.97431,23.20998,113.2597,26.91,58.94,1.345,262.1,27.44,990.6255,0.3039549,0.2236971
07/01/2020 21:00:00,29021,13.71,0,0,0.008388971,0,0.0831941,0,24.91,65.49,0.353,194,36.73,990.9764,0,0.01465386
07/01/2020 22:00:00,29022,13.7,0,0,0,0,0,0,22.91,70.67,0.233,98.4,27.96,991.333,1.145734E-05,0.01170123
07/01/2020 23:00:00,29023,13.71,0,0,0,0,0,0,21.27,73.98,0.517,71.18,10.76,991.2809,0,0.01176843
08/01/2020 00:00:00,29024,13.71,0,0,0,0,0,0,20.42,81.9,0.114,67.9,4.393,990.9309,0,0.01185361
08/01/2020 01:00:00,29025,13.71,0,0,0,0,0,0,19.2,85.4,0.003,82.4,2.355,990.7258,0,0.0118503
08/01/2020 02:00:00,29026,13.71,0,0,0,0,0,0,18.39,85.9,0.05,53.35,4.732,990.4877,0,0.01189034
08/01/2020 03:00:00,29027,13.71,0,0,0,0,0,0,17.9,86.6,0,0,0,990.2526,0,0.01195443
08/01/2020 04:00:00,29028,13.71,0,0,0,0,0,0,17.87,89.6,0,0,0,990.405,0,0.011971
08/01/2020 05:00:00,29029,13.71,0,0,0,0,0,0,17.51,96,0,0,0,991.0612,0,0.01198287
08/01/2020 06:00:00,29030,13.71,0.07088874,0,1.754223,1.7166,1.476717,0,17.11,98.2,0,0,0,991.5338,0.01109397,0.0245856
08/01/2020 07:00:00,29031,13.71,3.159906,0,63.46083,63.32038,55.41744,-1.522216,17.39,98.8,0,0,0,992.3425,0.5511123,0.2618161
08/01/2020 08:00:00,29032,13.71,396.2437,0,102.699,257.0026,92.38094,403.44,17.95,95.3,0.055,331.5,2.505,992.7118,4.1268,1.196593
08/01/2020 09:00:00,29033,13.71,542.7797,0,137.4678,434.3187,116.0748,554.9883,20.01,74.13,0.027,329.5,2.47,992.8196,9.72156,2.053909
08/01/2020 10:00:00,29034,13.71,875.0281,0,106.5892,733.2192,98.50732,889.3245,23.27,59.83,0,0,0,992.9107,19.13261,3.256432
08/01/2020 11:00:00,29035,13.71,914.0903,0,116.1146,893.0205,106.2709,927.7751,25.14,56.12,0,0,0,993.2075,28.11506,4.066955
08/01/2020 12:00:00,29036,13.71,231.1687,0,555.3925,758.2183,449.9161,231.2684,25.91,54.8,0,0,0,993.5632,29.04319,3.793981
08/01/2020 13:00:00,29037,13.71,182.7241,0,500.5597,667.5545,415.9493,171.3211,25.92,64.06,0,0,0,993.6967,27.56395,3.433472
08/01/2020 14:00:00,29038,13.71,214.5521,0,494.9498,693.4264,418.9266,205.5689,25.42,63.69,0,0,0,993.8851,25.89683,3.317021
08/01/2020 15:00:00,29039,13.71,9.472661,0,334.8625,335.8571,300.7332,2.184166,24.88,71.68,0,0,0,993.8799,14.04212,1.849899
08/01/2020 16:00:00,29040,13.71,63.49813,0,325.5879,367.5224,281.162,45.96057,22.38,77.39,0.002,220.5,0.551,994.2454,13.22029,1.974614
08/01/2020 17:00:00,29041,13.71,313.639,0,321.466,527.3378,270.0217,298.8613,21.72,75.61,0,0,0,994.4042,14.86637,2.605822
08/01/2020 18:00:00,29042,13.71,136.3151,0,262.5964,326.6322,227.8138,133.0253,21.14,80.6,0.093,217,3.036,994.6675,6.937286,1.573338
08/01/2020 19:00:00,29043,13.71,0.136757,0,82.4549,80.65505,73.58031,-6.338255,19.87,83.9,0.033,222.4,3.293,995.5343,1.519164,0.5054905
08/01/2020 20:00:00,29044,13.71,0,0,16.67225,16.26428,15.15274,-1.787105,18.97,87.3,0.284,211.6,6.15,996.5461,0.2608723,0.1570226
